deviceId,Fleet#,Time,Date,Interval,Day_of_week,start_stop,end_stop,routeId,timeTaken,direction,route_name
869244044512063,J1536,14:15:40,2025-03-25,56,1,SECRETARIAT,CHEPAUK,102K CD,99.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,14:56:21,2025-03-25,58,1,BROADWAY,SECRETARIAT,102K CD,20.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,15:01:49,2025-03-25,59,1,M.G.R.CENTRAL,BROADWAY,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,15:28:53,2025-03-25,60,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,120.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,15:50:58,2025-03-25,62,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,160.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,15:56:06,2025-03-25,62,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,39.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,16:05:55,2025-03-25,63,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,71.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,16:48:24,2025-03-25,66,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,99.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,16:52:43,2025-03-25,66,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,30.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,16:59:02,2025-03-25,66,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,79.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,17:22:46,2025-03-25,68,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,17:23:16,2025-03-25,68,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044512063,J1536,18:04:16,2025-03-25,71,1,SECRETARIAT,CHEPAUK,102K CD,817.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044514267,J1460,13:36:19,2025-03-25,53,1,ANNA UNIVERSITY,GUINDY M.K.N SALAI,21G CD,89.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,13:42:27,2025-03-25,53,1,ANNA UNIVERSITY,GUINDY M.K.N SALAI,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,15:00:30,2025-03-25,59,1,ANNA UNIVERSITY,GUINDY M.K.N SALAI,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,15:50:57,2025-03-25,62,1,KOTTURPURAM,ANNA UNIVERSITY,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,15:57:46,2025-03-25,62,1,KOTTURPURAM,ANNA UNIVERSITY,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,16:17:41,2025-03-25,64,1,M.G.R.CENTRAL,BROADWAY,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,16:51:43,2025-03-25,66,1,SECRETARIAT,CHEPAUK,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044514267,J1460,16:54:52,2025-03-25,66,1,SECRETARIAT,CHEPAUK,21G CD,10.0,UP,M.G.R.CENTRAL To KILAMBAKKAM B.S
869244044516015,J1438,13:50:01,2025-03-25,54,1,BROADWAY,SECRETARIAT,102K CD,70.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,13:54:30,2025-03-25,54,1,M.G.R.CENTRAL,BROADWAY,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,14:22:13,2025-03-25,56,1,CHEPAUK,QUEEN MARRY'S ARTS COLLEGE,102K CD,129.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,14:43:09,2025-03-25,57,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,31.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,14:48:57,2025-03-25,58,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,150.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,14:58:14,2025-03-25,58,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,20.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,15:28:37,2025-03-25,60,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,129.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,15:33:46,2025-03-25,61,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,69.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,16:01:59,2025-03-25,63,1,SECRETARIAT,CHEPAUK,102K CD,59.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,16:12:07,2025-03-25,63,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,10.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,16:19:05,2025-03-25,64,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,60.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,16:28:33,2025-03-25,64,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,69.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,17:09:43,2025-03-25,67,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,109.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,17:12:13,2025-03-25,67,1,FORESHORE ESTATE,A.M.S.HOSPITAL,102K CD,60.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
869244044516015,J1438,17:18:52,2025-03-25,68,1,QUEEN MARRY'S ARTS COLLEGE,FORESHORE ESTATE,102K CD,81.0,UP,M.G.R.CENTRAL To EZHIL NAGAR
