Device Id,Vehicle No
868728039305971,K0040
869244044490864,J1723
869244044528283,J1297
868728039278715,J0413
868728039344756,I0773
868728039306706,J1847
868728039265498,J1844
869244042787576,J1107
868728039318339,J0725
868728039321127,I0747
869244044530032,I2906
869244044506875,J1566
869244044498529,J1997
869244044492308,J0686
869244044520496,J1149
869244044492100,I1324
869244044503542,J0280
868728039338956,J0617
869244044494411,J0322
868728039324188,I2976
869244044695066,K0043
868728039255135,J0999
869244044511412,J1476
869244044502148,J0069
869244042670921,I1126
869244044528390,J1129
869244042800759,J1443
868728039339798,I2963
869244042792634,J0560
869244042756795,J1378
869244044694689,J1927
869244044507394,J0062
869244044510661,J0052
869244042790901,J1609
868728039283962,I1625
868728039319071,J1707
869244044516379,J1375
869244044533119,K0030
868728039256141,J0171
869244044509028,J1214
868728039305518,I3383
869244044531121,J0636
869244044527699,I2063
868728039314882,J0442
869244044531212,J0185
869244044501876,J0029
869244044510216,I1903
869244042797427,J0769
869244042793988,K0065
869244044498966,J1497
868728039289589,J0970
868728039341596,J1834
869244044536732,J1772
868728039338527,J0037
869244042632285,J1821
869244044501314,J0349
868728039245565,J1899
868728039254831,J0602
868728039341547,I3377
868728039283608,J0607
869244042772529,K0115
869244044492092,J1245
868728039246233,J1545
869244044525040,J1170
869244044495673,J0963
869244042792733,J0483
869244042771299,J0495
869244042745442,J1846
868728039310179,J0789
868728039338485,J0324
869244044530669,J2068
868728039318347,I3359
869244044492738,J1184
868728039296865,J0903
869244044508343,J1778
868728039282915,J1081
869244042657068,J1294
869244042729560,K0290
868728039265548,J0561
869244044490450,I1604
869244044512345,J1618
869244044702532,J0164
868728039273872,J0672
869244044529497,K0114
869244044509622,J0741
869244044656753,J1925
869244044531329,J0639
868728039329005,I1469
868728039309734,J1180
868728039343576,J0646
868728039318370,J0904
869244044517799,J1655
869244044493215,I1086
869244044499519,J1857
869244042766570,I0720
868728039337164,J0056
868728039253718,K0045
869244042794069,I1357
869244042784821,J1219
869244042734511,J1886
869244044501645,J0039
869244042785356,J1228
869244044526956,J1797
868728039257602,J1200
868728039259327,I1456
869244044503039,J0551
869244044505901,J0080
869244044510307,J1342
868728039309510,J1799
869244044489320,I1949
869244044643793,J1111
869244042799969,I1431
869244042813216,J2046
868728039303984,J0580
869244044491953,J1453
869244044499204,J1856
869244042744676,J1268
868728039273930,J0648
868728039248759,J0169
869244044526378,J1298
869244044489403,J1390
869244044535080,J1513
868728039334484,J1353
868728039266850,J1167
868728039309726,J1085
868728039336406,J1409
869244042715403,J1176
869244042804850,I1114
869244044517724,J1766
869244044508541,J1178
869244044494700,K0089
868728039317315,K0330
869244044505810,I2911
869244042781587,K0328
868728039333072,J0836
869244044697872,J0199
868728039269367,J0776
869244044667792,I1455
868728039338964,I1674
868728039344681,J1324
869244044502676,K0293
869244044535320,J1504
869244044641409,J0013
869244042720361,J0875
869244044493900,J1506
358250330634212,K0004
869244044491102,J2067
869244042818231,J0944
869244044514051,J0340
869244044525149,J1630
869244044641185,J1948
868728039266140,I1688
868728039265480,J1549
869244044664922,K0272
868728039335648,J1008
868728039266363,J0258
868728039302887,I1316
868728039300188,J0620
869244044516395,J0357
869244044510588,K0109
869244042741821,J1861
358250330727131,J0501
868728039338626,J0929
869244044530040,J1792
869244042759963,J0693
869244044523995,I1677
869244044526253,J1727
869244042768618,J0454
869244044489155,J0472
869244044490591,J1348
869244044507881,J1517
869244044493231,J0296
869244044512857,J0632
869244042719470,I1014
868728039284127,J1998
869244042745012,K0303
868728039320251,J0346
869244044500621,J1274
358250330719260,J0575
868728039292666,K0010
868728039279739,J1004
869244044493470,J0182
869244044492274,J1499
869244042717995,J0749
868728039333676,K0276
869244044502734,J0083
869244044529836,J1433
868728039245045,J0892
869244044501728,J0559
868728039256711,K0315
869244044508434,J0754
869244044523565,J1779
868728039343212,I1644
869244044489148,I0927
869244042797443,K0274
869244042772230,J1449
869244044503104,J0213
868728039333015,J0206
869244044519894,J0448
868728039305500,I1640
868728039324048,J1764
868728039309023,J0517
868728039308553,I1321
869244042818371,J1174
869244044766362,J2100
868728039335358,J1669
868728039341745,J1702
869244044489643,J1103
868728039289035,I3380
869244044490609,I1905
869244042770986,I1470
868728039318230,K0235
868728039320012,K0263
869244044513236,J1683
869244044491524,J0513
869244042773345,I1149
869244042790877,J1930
868728039250607,J1979
868728039263048,K0037
869244042764799,J0464
869244044505398,J2102
869244044495137,K0100
869244044525016,J1882
868728039336398,K0258
869244044505349,I0776
868728039257719,J1009
869244044535890,J1975
868728039304925,J1491
869244044518987,J1286
869244044529919,J1435
868728039253932,K0251
869244042785059,J0126
869244044493942,J0942
869244044501678,J1956
869244042712376,I1064
869244042763783,J1652
868728039318198,K0113
869244044530859,K0072
869244044692923,J0316
869244044523920,J1518
869244044500605,J1803
868728039291734,I2034
869244042757835,J1836
869244044511537,J0624
869244044534125,J1420
869244044692816,J1992
868728039300667,J1182
869244042813778,I3394
869244044531410,J1362
869244044524316,J1240
868728039343857,J1935
868728039302606,J1119
869244044503252,I1322
868728039315657,J0995
869244042696256,J0261
869244042764997,K0252
869244044496382,J1028
869244044526972,J1463
869244044537433,J0516
869244044494270,J0308
869244044494379,I1941
868728039299372,J1134
869244044500415,J1350
868728039305781,J1027
358250330776989,J0338
869244044533861,J1120
869244042818157,I2978
869244044513103,J0104
868728039255960,J1794
869244044511198,J1469
869244044691792,J1966
869244042781488,J1782
869244044522864,J0447
869244044529869,J1434
869244044662280,J0553
869244044493330,I2027
868728039308777,J1096
869244042810501,J0612
869244044491284,J0706
869244044500738,J0658
869244042766646,I0744
869244044501330,J1862
869244044506016,J0089
869244044499550,J0411
868728039322109,J0143
869244044497000,J1367
868728039316713,J1510
868728039333759,J1251
869244044520041,J0450
869244044508160,J1130
869244044492514,J1858
869244042802268,I1302
868728039339814,J1817
869244042791065,J1724
869244044512147,J1615
868728039308512,I2980
868728039288870,I1462
869244044496283,K0024
868728039338063,J1686
869244044502007,J0474
869244044518714,J1505
868728039302697,J0401
869244044531519,J1010
868728039321150,I2939
869244042773105,K0027
868728039294852,K0060
869244044496374,J1432
869244044508517,J0756
868728039294159,J1022
869244044507758,I2961
868728039239972,I2942
869244042772560,J0975
869244042816136,J0108
868728039292757,J1917
869244044502643,J0461
868728039259160,J1720
869244044496325,J1295
869244044510315,K0077
869244042799639,J1494
868728039281602,I1683
869244044491862,J0344
868728039302838,J0960
869244044525180,J1926
868728039309874,J0578
869244044517476,J1413
869244044522997,J0562
869244044499618,J1972
868728039298176,J1244
868728039244519,K0321
869244042814172,J0033
869244044508533,J0757
868728039302481,J1474
868728039342727,J0679
868728039344319,I1955
869244044492886,J0675
869244044690711,J1127
868728039323214,J0895
868728039296220,J0794
868728039340374,I3325
869244044491771,J0685
869244044499238,J1714
869244044507246,J0710
869244044490849,J2040
869244044525800,J0507
869244042793814,J0031
869244044496200,J1571
869244044511594,J1543
868728039300402,J0699
869244044516478,J0361
869244044514192,J0697
869244044518326,J0255
868728039316119,J1393
869244044497372,J1567
869244044533333,J1897
868728039260069,J1038
869244044492639,J1250
869244044535833,J1524
868728039336075,I3387
869244042813208,I3318
869244044491417,J1489
358250330719765,J0525
869244044531170,J2048
869244042763221,J1537
869244042791362,J0907
868728039315426,J0027
869244044508673,J1210
869244044495723,J1140
869244044498594,J1859
869244044520678,J0456
868728039334161,J2038
869244044503286,J1802
869244044493645,J0186
869244044537938,J1658
868728039265647,I0716
869244044646739,J2107
869244044516361,J0239
869244044496234,J0659
869244044520686,J0515
868728039301343,I1033
869244044518292,J0374
869244044493579,J1559
869244044531311,J1701
869244044533259,J0212
869244044517526,J1622
869244042808299,J0375
869244044489163,J0352
869244042749519,J1012
869244042771018,J0493
869244044525727,J0210
869244042816664,J1429
869244044531154,J0508
869244044512972,J0665
869244042784177,J0745
869244044494916,I3356
869244042757785,J1230
868728039331944,J0406
869244044498164,J0731
869244042813687,I0997
869244044489189,I2973
868728039302010,J1303
869244044529638,J1314
868728039340309,J1446
869244044522757,J1141
869244044489817,J0992
869244044514325,J1697
868728039323156,J1403
869244044490773,I2042
869244044508079,I3316
868728039336364,J2029
868728039342222,I1616
869244044509176,J1217
869244044524753,J1624
868728039305120,J0856
868728039279432,J1674
868728039270852,K0289
869244044490468,I1383
869244044489676,J1910
868728039303158,J1336
869244042813612,J0231
868728039319022,J0421
869244042784425,K0003
869244042789317,J1330
869244044489437,J1493
869244044518367,K0044
869244044493108,I1666
358250330734483,J1321
869244044506834,J0848
869244042820088,J0486
869244042660914,J1961
869244042800569,J0510
868728039314825,K0232
868728039318354,J0226
869244044524761,J1786
869244042790646,J0898
868728039289159,I1120
868728039243453,J0091
868728039344434,J0953
869244044512741,J1912
869244044495152,L1700
869244044521593,J0823
868728039335119,J1550
869244042803001,J0497
869244044537136,K0280
869244044531535,J0959
869244042720981,J0392
869244042813703,I3358
869244044493363,J0438
869244044518276,J0373
869244042818272,J0504
869244044508178,K0277
869244042789655,J1344
869244044509234,J1132
869244044520371,J0998
869244044518284,I1914
869244044492266,J0135
869244044536849,J1678
869244044511941,J0906
868728039173940,I3396
869244044698714,J2043
868728039309080,J1133
868728039296626,J0437
869244044531246,J0191
869244044511214,I0792
869244042679096,I1075
869244042820864,J0586
869244042678999,J2024
869244044646226,J0750
869244044522922,J0647
869244044505919,J0657
869244044531444,J0843
868728039300931,I1338
869244044531618,J1055
869244044501652,J0404
869244044508475,J1547
869244042820567,J0979
869244044529083,J1313
869244044500126,I1055
869244042625834,S0006
869244044523045,J0986
869244044648461,I1111
869244044493769,J0819
869244044506776,J0342
869244042713655,I0721
868728039280745,J0216
869244042818728,J1581
869244044493249,C0801
869244044525750,J0664
869244044530206,J0812
869244044731499,J0572
869244044528374,J0004
869244044722969,J0897
869244044525131,I2910
868728039293284,J0582
869244044531030,I2944
869244042798318,I1611
869244044511529,J1496
358250330735159,J0111
868728039321887,J0250
869244044503237,I0730
869244042802847,I0935
869244042817936,J0654
869244042816144,J0334
869244042675748,I1042
868728039262446,K0127
869244044490948,J0088
869244042661573,J0347
869244044714610,J0870
869244042797245,I2925
869244044512758,J1019
869244044499626,J0214
869244044531139,J1333
868728039292906,J0492
869244042791073,J0891
869244044490021,J0574
868728039301236,J0086
869244044526485,I1646
869244044500704,J1698
869244044491847,J0649
869244044531451,J1824
869244044497174,I3376
869244042752265,I2000
869244044499667,J1644
358250330780163,I1965
869244044513046,J1682
869244044500852,J1950
358250330647909,J0668
869244042781736,J1781
869244044503328,J0548
869244044507691,J0555
869244042741169,K0291
868728039310013,J2033
869244044491466,I2047
869244044510497,J1933
869244044497208,I0722
869244044496952,J0813
868728039257941,J1232
869244042782528,J0591
869244044489049,I1089
869244042811780,I1311
869244044509994,J1341
869244042818256,J0377
868728039342461,J1488
868728039335325,J1804
869244044509903,J1030
869244044496606,I1112
869244044496333,I0937
869244044495434,I1060
869244044497281,J1965
868728039298275,J1224
869244044691032,J0799
869244044531493,J1347
868728039301954,J0075
869244044490559,I1627
869244044534679,I3366
869244042703904,I1665
869244042790778,J0476
868728039296964,J1641
868728039246456,I2035
869244044495806,I1096
869244044495186,J1399
869244042783591,J0051
868728039342248,J1427
869244042818165,J1542
869244044491896,K0279
869244044500951,I3362
869244042813281,I3327
869244042783708,I1347
869244044642225,J1530
869244044521130,J0564
868728039324790,J0044
869244044514929,J0690
868728039312035,J1121
869244042720825,J0940
869244044535163,I1979
869244044531022,I2943
869244044516643,J2057
868728039284507,J0215
869244042790760,J1612
869244042744742,J0650
869244044528622,J0134
869244044531055,I2970
868728039306425,I3310
869244042802334,J0007
869244044534422,J1958
869244044522906,I2915
869244042795975,I1181
868728039303356,J0746
868728039287328,J0955
869244044710253,I1062
868728039321770,I1028
869244044515868,I1647
868728039181596,J1855
869244044504995,J0372
868728039273807,J1863
869244044502197,J0477
869244042818363,J1058
869244042749527,J1808
869244044492480,J1124
869244044509796,J1285
869244042790653,J1631
868728039298945,I0766
869244044518359,I2919
358250330727453,J0119
869244042679419,J1906
869244044498396,J1229
869244044496499,J1907
869244044494585,J0568
868728039307456,J1049
869244044513129,I1669
869244042794705,I1373
869244044494395,I2932
868728039261141,J0797
869244044501918,I3399
869244042793699,J1202
869244044496366,J1431
869244044526923,I1689
869244042801104,I1667
868728039247868,I1699
868728039301293,K0009
868728039331886,J1034
869244044508293,J0728
868728039343261,J1486
868728039338022,J2014
